event_type,gbtt_timestamp,original_loc_stanox,planned_timestamp,timetable_variation,original_loc_timestamp,current_train_id,delay_monitoring_point,next_report_run_time,reporting_stanox,actual_timestamp,correction_ind,event_source,train_file_address,platform,division_code,train_terminated,train_id,offroute_ind,variation_status,train_service_code,toc_id,loc_stanox,auto_expected,direction_ind,route,planned_event_type,next_report_stanox,line_ind
ARRIVAL,2023-05-27 00:51:00,,2023-05-27 00:51:00,0,,,true,,00000,2023-05-27 00:51:00,false,MANUAL,,,21,true,505N62M027,false,ON TIME,21945001,21,50022,,,,DESTINATION,,
DEPARTURE,2023-05-27 02:00:00,,2023-05-27 02:00:00,0,,,true,,00000,2023-05-27 02:00:00,false,MANUAL,,,21,true,505N07M227,false,ON TIME,21945001,21,50022,,,,DEPARTURE,,
DEPARTURE,2023-05-27 04:17:00,,2023-05-27 04:17:00,0,,,false,1,00000,2023-05-27 04:17:00,false,AUTOMATIC,, 2,30,false,529I31M427,false,ON TIME,22215003,30,52078,true,DOWN,DOWN,DEPARTURE,52080,
ARRIVAL,2023-05-27 04:19:00,,2023-05-27 04:18:30,0,,,false,1,00000,2023-05-27 04:18:00,false,AUTOMATIC,, 1,88,false,532Y91M427,false,ON TIME,21723000,88,54008,true,UP,UP,ARRIVAL,54011,
DEPARTURE,,,2023-05-27 04:37:30,20,,,true,23,15883,2023-05-27 04:17:00,false,AUTOMATIC,ME2, 2,09,false,424S59CP26,false,EARLY,54606070,09,15883,true,DOWN,DOWN,DEPARTURE,15866,M
DEPARTURE,,,2023-05-27 04:21:00,4,,,false,1,00000,2023-05-27 04:17:00,false,AUTOMATIC,, 2,21,false,521B98M327,false,EARLY,21911000,21,47342,true,DOWN,DOWN,DEPARTURE,47346,S
ARRIVAL,2023-05-27 04:16:00,,2023-05-27 04:16:00,2,,,false,1,00000,2023-05-27 04:18:00,false,AUTOMATIC,,,29,false,702K00M327,false,LATE,22209000,29,72003,true,UP,UP,ARRIVAL,72007,
ARRIVAL,2023-05-27 04:18:00,,2023-05-27 04:18:00,0,,,false,1,00000,2023-05-27 04:18:00,false,AUTOMATIC,, 1,30,false,879I28M427,false,ON TIME,22218000,30,52082,true,UP,UP,ARRIVAL,52080,
ARRIVAL,,,2023-05-27 04:18:00,0,,,false,1,00000,2023-05-27 04:18:00,false,AUTOMATIC,,,20,false,161P06M227,false,ON TIME,21734000,20,32210,true,,,ARRIVAL,32050,
DEPARTURE,,,2023-05-27 04:24:00,6,,,true,4,52045,2023-05-27 04:18:00,false,AUTOMATIC,MKD,,09,false,174L88C926,false,EARLY,54606070,09,52045,true,DOWN,DOWN,DEPARTURE,52038,D
DEPARTURE,2023-05-27 04:17:00,,2023-05-27 04:17:30,0,,,true,2,51011,2023-05-27 04:17:00,false,AUTOMATIC,, 1,79,false,512D01M427,false,ON TIME,24936004,79,51011,true,UP,UP,DEPARTURE,51013,U
DEPARTURE,2023-05-27 04:33:00,,2023-05-27 04:33:30,16,,,true,2,23421,2023-05-27 04:17:00,false,AUTOMATIC,MPI,,54,false,174D17C327,false,EARLY,51464580,54,23421,true,UP,UP,DEPARTURE,23443,C
ARRIVAL,,,2023-05-27 04:19:00,0,,,true,1,54001,2023-05-27 04:19:00,false,AUTOMATIC,M6T,,54,false,235Q88M726,false,ON TIME,55460080,54,54001,true,,,ARRIVAL,54103,
ARRIVAL,2023-05-27 04:23:00,,2023-05-27 04:23:00,4,,,true,,36151,2023-05-27 04:19:00,false,AUTOMATIC,, 9,65,true,365A05M427,false,EARLY,22112002,65,36151,true,DOWN,DOWN,DESTINATION,,9
DEPARTURE,,,2023-05-27 04:41:00,24,,,false,3,00000,2023-05-27 04:17:00,false,AUTOMATIC,MQD, 1,54,false,494E14C427,false,EARLY,55460180,54,49151,true,UP,UP,DEPARTURE,49225,U
ARRIVAL,2023-05-27 00:11:00,,2023-05-27 00:11:00,0,,,true,,50336,2023-05-27 00:11:00,false,MANUAL,,,33,true,505C92M027,false,ON TIME,21381008,33,50336,true,,,DESTINATION,,
ARRIVAL,2023-05-27 00:21:00,,2023-05-27 00:21:00,0,,,true,,50336,2023-05-27 00:21:00,false,MANUAL,,,33,true,505C96M027,false,ON TIME,21381008,33,50336,true,,,DESTINATION,,
DEPARTURE,2023-05-27 04:24:00,,2023-05-27 04:24:00,12,,,true,5,66402,2023-05-27 04:12:00,false,MANUAL,MQK,,09,false,664O181427,false,EARLY,54606070,09,66402,false,,,DEPARTURE,66327,
ARRIVAL,2023-05-27 00:47:00,,2023-05-27 00:47:00,0,,,true,,50336,2023-05-27 00:47:00,false,MANUAL,,,33,true,505C98M027,false,ON TIME,21381008,33,50336,true,,,DESTINATION,,
ARRIVAL,2023-05-27 00:56:00,,2023-05-27 00:56:00,0,,,true,,50336,2023-05-27 00:56:00,false,MANUAL,,,33,true,525C11M027,false,ON TIME,21383208,33,50336,true,,,DESTINATION,,
ARRIVAL,2023-05-27 01:11:00,,2023-05-27 01:11:00,0,,,true,,50336,2023-05-27 01:11:00,false,MANUAL,,,33,true,505C06M027,false,ON TIME,21381008,33,50336,true,,,DESTINATION,,
ARRIVAL,2023-05-27 01:15:00,,2023-05-27 01:15:00,0,,,true,,50336,2023-05-27 01:15:00,false,MANUAL,,,33,true,505C04M027,false,ON TIME,21381008,33,50336,true,,,DESTINATION,,
ARRIVAL,2023-05-27 01:16:00,,2023-05-27 01:16:00,0,,,true,,50336,2023-05-27 01:16:00,false,MANUAL,,,33,true,505C08M127,false,ON TIME,21381008,33,50336,true,,,DESTINATION,,
DEPARTURE,2023-05-27 04:11:00,,2023-05-27 04:11:00,5,,,false,4,00000,2023-05-27 04:16:00,false,AUTOMATIC,, 2,71,false,401H77M327,false,LATE,22345000,71,35701,true,DOWN,DOWN,DEPARTURE,35555,
ARRIVAL,,,2023-05-27 04:21:00,2,,,true,2,88481,2023-05-27 04:19:00,false,AUTOMATIC,,,80,false,885Y881427,false,EARLY,24604004,80,88481,true,,,ARRIVAL,88483,
DEPARTURE,2023-05-27 04:23:00,,2023-05-27 04:23:00,6,,,true,2,62011,2023-05-27 04:17:00,false,AUTOMATIC,, 1,88,false,625V13M427,false,EARLY,22788002,88,62011,true,UP,UP,DEPARTURE,62016,S
ARRIVAL,,,2023-05-27 04:29:30,10,,,true,10,45106,2023-05-27 04:19:00,false,AUTOMATIC,M96,,35,false,071M11M926,false,EARLY,23556003,35,45106,true,,,ARRIVAL,45144,
DEPARTURE,,,2023-05-27 05:38:00,81,,490R12C527,false,3,00000,2023-05-27 04:17:00,false,AUTOMATIC,MT5,,09,false,494R12C527,false,EARLY,54606070,09,49157,true,UP,UP,DEPARTURE,49154,S
DEPARTURE,2023-05-27 04:17:00,,2023-05-27 04:17:00,0,,,false,3,00000,2023-05-27 04:17:00,false,AUTOMATIC,, 4,29,false,702N00M427,false,ON TIME,22209000,29,70215,true,UP,UP,DEPARTURE,70261,S
ARRIVAL,2023-05-27 04:20:00,,2023-05-27 04:20:00,1,,,true,1,63451,2023-05-27 04:19:00,false,AUTOMATIC,, 3,88,false,629W13M327,false,EARLY,22720000,88,63451,true,UP,UP,ARRIVAL,63547,
DEPARTURE,2023-05-27 04:18:00,,2023-05-27 04:18:30,1,,,true,5,63201,2023-05-27 04:17:00,false,AUTOMATIC,, 4,88,false,879W08M227,false,EARLY,22729000,88,63201,true,DOWN,DOWN,DEPARTURE,62423,F
DEPARTURE,,,2023-05-27 04:42:30,24,,,true,6,04838,2023-05-27 04:18:00,false,AUTOMATIC,MAK,,35,false,721S26M926,false,EARLY,23556003,35,04838,true,DOWN,DOWN,DEPARTURE,04852,
ARRIVAL,2023-05-27 04:19:00,,2023-05-27 04:18:30,0,,,false,1,00000,2023-05-27 04:18:00,false,AUTOMATIC,, 2,30,false,529I31M427,false,ON TIME,22215003,30,52080,true,DOWN,DOWN,ARRIVAL,52082,
ARRIVAL,2023-05-27 00:20:00,,2023-05-27 00:20:00,0,,,true,,50311,2023-05-27 00:20:00,false,MANUAL,,,21,true,505K01M027,false,ON TIME,21945001,21,50311,true,,,DESTINATION,,
DEPARTURE,2023-05-27 01:30:00,,2023-05-27 01:30:00,0,,,true,5,50311,2023-05-27 01:30:00,false,MANUAL,,,21,false,505K24M127,false,ON TIME,21945001,21,50311,true,,,DEPARTURE,50312,
ARRIVAL,2023-05-27 01:50:00,,2023-05-27 01:50:00,0,,,true,,50311,2023-05-27 01:50:00,false,MANUAL,,,21,true,505K03M127,false,ON TIME,21945001,21,50311,true,,,DESTINATION,,
DEPARTURE,2023-05-27 02:00:00,,2023-05-27 02:00:00,0,,,true,5,50311,2023-05-27 02:00:00,false,MANUAL,,,21,false,505K26M227,false,ON TIME,21945001,21,50311,true,,,DEPARTURE,50312,
ARRIVAL,2023-05-27 02:15:00,,2023-05-27 02:15:00,0,,,true,,50311,2023-05-27 02:15:00,false,MANUAL,,,21,true,505K05M227,false,ON TIME,21945001,21,50311,true,,,DESTINATION,,
DEPARTURE,2023-05-27 02:35:00,,2023-05-27 02:35:00,0,,,true,5,50311,2023-05-27 02:35:00,false,MANUAL,,,21,false,505K28M227,false,ON TIME,21945001,21,50311,true,,,DEPARTURE,50312,
ARRIVAL,2023-05-27 02:50:00,,2023-05-27 02:50:00,0,,,true,,50311,2023-05-27 02:50:00,false,MANUAL,,,21,true,505K09M227,false,ON TIME,21945001,21,50311,true,,,DESTINATION,,
ARRIVAL,,,,0,,,false,,,2023-05-27 04:19:00,false,AUTOMATIC,MG3,,54,false,564O191826,true,OFF ROUTE,55460180,54,73770,,,,ARRIVAL,,
DEPARTURE,,,2023-05-27 03:49:00,29,,,true,7,65309,2023-05-27 04:18:00,false,AUTOMATIC,MMQ,,54,false,516X41C027,false,LATE,51464880,54,65309,true,DOWN,DOWN,DEPARTURE,43333,S
ARRIVAL,,,2023-05-27 05:33:30,71,,,true,71,59021,2023-05-27 04:22:00,false,AUTOMATIC,MIV,,05,false,494M34C027,false,EARLY,52407529,05,59021,true,,,ARRIVAL,59020,
ARRIVAL,2023-05-27 04:12:00,,2023-05-27 04:12:00,7,,,true,1,87801,2023-05-27 04:19:00,false,AUTOMATIC,, 4,88,false,629W09M227,false,LATE,22720000,88,87801,true,DOWN,DOWN,ARRIVAL,87901,
DEPARTURE,,,2023-05-27 04:16:00,2,,,true,8,16710,2023-05-27 04:18:00,false,AUTOMATIC,MAB,,05,false,776E55C826,false,LATE,59430947,05,16710,true,DOWN,DOWN,DEPARTURE,16503,P
ARRIVAL,,,2023-05-27 03:38:00,41,,,true,1,72007,2023-05-27 04:19:00,false,AUTOMATIC,MGC,,54,false,514M68C227,false,LATE,55460180,54,72007,true,,,ARRIVAL,71040,
ARRIVAL,,,2023-05-27 04:27:00,8,,,true,8,17149,2023-05-27 04:19:00,false,AUTOMATIC,,,20,false,321P05M227,false,EARLY,21734000,20,17149,true,,,ARRIVAL,17131,
DEPARTURE,,,2023-05-27 04:18:30,0,,,false,1,00000,2023-05-27 04:18:00,false,AUTOMATIC,,,88,false,451P79M327,false,ON TIME,22727100,88,53227,true,UP,UP,DEPARTURE,53234,H
DEPARTURE,,,2023-05-27 04:18:00,0,,,false,3,00000,2023-05-27 04:18:00,false,AUTOMATIC,, 1,20,false,161P06M227,false,ON TIME,21734000,20,32210,true,DOWN,DOWN,DEPARTURE,32050,A
DEPARTURE,2023-05-27 04:16:00,,2023-05-27 04:16:30,2,,,true,1,87568,2023-05-27 04:18:00,false,AUTOMATIC,, 3,30,false,529I29M327,false,LATE,22215003,30,87568,true,DOWN,DOWN,DEPARTURE,87572,
DEPARTURE,2023-05-27 04:18:00,,2023-05-27 04:18:00,0,,,true,,87603,2023-05-27 04:18:00,false,AUTOMATIC,, 1,30,false,879I30M427,false,ON TIME,22218000,30,87603,true,UP,UP,DEPARTURE,87588,E
DEPARTURE,2023-05-27 04:41:00,,2023-05-27 04:41:30,23,,,false,5,00000,2023-05-27 04:18:00,false,AUTOMATIC,,,25,false,845C40M427,false,EARLY,25474001,25,84095,true,DOWN,DOWN,DEPARTURE,84135,S
ARRIVAL,2023-05-27 00:07:00,,2023-05-27 00:07:00,0,,,true,,48221,2023-05-27 00:07:00,false,MANUAL,,,21,true,495P54M926,false,ON TIME,21890002,21,48221,true,,,DESTINATION,,
ARRIVAL,2023-05-27 00:35:00,,2023-05-27 00:35:00,0,,,true,,48221,2023-05-27 00:35:00,false,MANUAL,,,21,true,485C45M027,false,ON TIME,21890002,21,48221,true,,,DESTINATION,,
DEPARTURE,2023-05-27 00:40:00,,2023-05-27 00:40:00,0,,,true,,48221,2023-05-27 00:40:00,false,MANUAL,,,28,true,485R60M027,false,ON TIME,22270000,28,48221,true,,,DEPARTURE,,
ARRIVAL,2023-05-27 00:46:00,,2023-05-27 00:46:00,0,,,true,,48221,2023-05-27 00:46:00,false,MANUAL,,,21,true,485J99M027,false,ON TIME,21890002,21,48221,true,,,DESTINATION,,
ARRIVAL,2023-05-27 00:52:00,,2023-05-27 00:52:00,0,,,true,,48221,2023-05-27 00:52:00,false,MANUAL,,,21,true,495P84M926,false,ON TIME,21890002,21,48221,true,,,DESTINATION,,
ARRIVAL,2023-05-27 01:04:00,,2023-05-27 01:04:00,0,,,true,,48221,2023-05-27 01:04:00,false,MANUAL,,,21,true,485P70M027,false,ON TIME,21890002,21,48221,true,,,DESTINATION,,
ARRIVAL,2023-05-27 01:15:00,,2023-05-27 01:15:00,0,,,true,,48221,2023-05-27 01:15:00,false,MANUAL,,,21,true,485S35M127,false,ON TIME,21890002,21,48221,true,,,DESTINATION,,
DEPARTURE,2023-05-27 04:00:00,,2023-05-27 04:00:00,0,,,true,16,48221,2023-05-27 04:00:00,false,MANUAL,,,21,false,485P01M427,false,ON TIME,21890002,21,48221,true,,,DEPARTURE,48236,
ARRIVAL,2023-05-27 04:21:00,,2023-05-27 04:21:00,1,,,true,,53223,2023-05-27 04:20:00,false,AUTOMATIC,, 1,88,true,535D01M327,false,EARLY,21788001,88,53223,true,UP,UP,DESTINATION,,
DEPARTURE,,,2023-05-27 04:15:30,3,,,true,7,54103,2023-05-27 04:18:00,false,AUTOMATIC,, 3,88,false,545S011327,false,LATE,22788002,88,54103,true,DOWN,DOWN,DEPARTURE,54001,S
DEPARTURE,,,2023-05-27 04:17:30,1,,,false,3,00000,2023-05-27 04:18:00,false,AUTOMATIC,, 2,88,false,879W12M327,false,LATE,22729000,88,87631,true,UP,UP,DEPARTURE,87613,
DEPARTURE,,,2023-05-27 05:00:00,42,,,false,2,00000,2023-05-27 04:18:00,false,MANUAL,MGD,,54,false,494M04C227,false,EARLY,55460180,54,46140,,,,DEPARTURE,46141,
DEPARTURE,,,2023-05-27 04:23:00,5,,,false,2,00000,2023-05-27 04:18:00,false,AUTOMATIC,,,20,false,185B63M427,false,EARLY,11817020,20,18037,true,UP,UP,DEPARTURE,18054,G
DEPARTURE,2023-05-27 04:16:00,,2023-05-27 04:16:30,2,,,true,3,57412,2023-05-27 04:18:00,false,AUTOMATIC,,,28,false,575B04M427,false,LATE,22270000,28,57412,true,DOWN,DOWN,DEPARTURE,57403,M
ARRIVAL,,,2023-05-27 04:19:00,2,,,true,1,57403,2023-05-27 04:21:00,false,AUTOMATIC,,,28,false,575B04M427,false,LATE,22270000,28,57403,true,,,ARRIVAL,57408,
ARRIVAL,,,2023-05-27 04:42:00,23,,,true,23,71040,2023-05-27 04:19:00,false,AUTOMATIC,MLC,,09,false,364L95C926,false,EARLY,54606070,09,71040,true,,,ARRIVAL,72007,
ARRIVAL,2023-05-27 04:20:00,,2023-05-27 04:19:30,0,,,true,1,51013,2023-05-27 04:19:00,false,AUTOMATIC,, 1,79,false,512D01M427,false,ON TIME,24936004,79,51013,true,UP,UP,ARRIVAL,51014,
DEPARTURE,,,2023-05-27 05:23:30,65,,,false,3,00000,2023-05-27 04:18:00,false,AUTOMATIC,,,88,false,545T01M527,false,EARLY,21788001,88,54245,true,UP,UP,DEPARTURE,54304,F
DEPARTURE,2023-05-27 04:24:00,,2023-05-27 04:24:00,6,,,true,2,00000,2023-05-27 04:18:00,false,AUTOMATIC,, 4,21,false,515B04M427,false,EARLY,21916400,21,51931,true,UP,UP,DEPARTURE,51935,U
DEPARTURE,,,2023-05-27 04:18:00,0,,,true,11,76090,2023-05-27 04:18:00,false,AUTOMATIC,MLG, 3,09,false,514V30C926,false,ON TIME,54606070,09,76090,true,DOWN,DOWN,DEPARTURE,76099,
DEPARTURE,,,2023-05-27 04:23:00,4,,,true,13,76099,2023-05-27 04:19:00,false,AUTOMATIC,,,71,false,785L43M327,false,EARLY,25450000,71,76099,true,UP,UP,DEPARTURE,76090,
DEPARTURE,,,2023-05-27 04:36:30,17,,,true,5,67127,2023-05-27 04:19:00,false,MANUAL,MHU,,97,false,774M38C227,false,EARLY,52663490,97,67127,true,,,DEPARTURE,67121,
ARRIVAL,2023-05-27 04:18:00,,2023-05-27 04:17:30,2,,,false,1,00000,2023-05-27 04:19:00,false,AUTOMATIC,, 2,30,false,529I29M327,false,LATE,22215003,30,87572,true,DOWN,DOWN,ARRIVAL,87574,
ARRIVAL,2023-05-27 04:19:00,,2023-05-27 04:19:00,1,,,true,1,87911,2023-05-27 04:20:00,false,AUTOMATIC,, 1,88,false,879W14M427,false,LATE,22729000,88,87911,true,UP,UP,ARRIVAL,87905,
DEPARTURE,,,2023-05-27 04:21:00,3,,,true,2,88481,2023-05-27 04:18:00,false,AUTOMATIC,, 5,80,false,885Y881427,false,EARLY,24604004,80,88481,true,DOWN,DOWN,DEPARTURE,88483,S
ARRIVAL,,,2023-05-27 04:52:00,32,,420C02C427,true,32,37011,2023-05-27 04:14:00,false,AUTOMATIC,MU2,,97,false,426C02C427,false,EARLY,95998090,97,37011,true,,,ARRIVAL,37003,
ARRIVAL,,,2023-05-27 03:14:00,66,,,true,1,71040,2023-05-27 04:20:00,false,AUTOMATIC,MMT,,09,false,514M43C127,false,LATE,54606070,09,71040,true,,,ARRIVAL,71009,
ARRIVAL,,,2023-05-27 04:20:30,0,,,true,1,23118,2023-05-27 04:20:00,false,AUTOMATIC,MIL,,05,false,494E45C826,false,ON TIME,52407540,05,23118,true,,,ARRIVAL,23120,
DEPARTURE,,,2023-05-27 04:27:00,8,,,true,1,17149,2023-05-27 04:19:00,false,AUTOMATIC,,,20,false,321P05M227,false,EARLY,21734000,20,17149,true,DOWN,DOWN,DEPARTURE,17131,M
DEPARTURE,,,2023-05-27 04:15:30,4,,,false,2,00000,2023-05-27 04:19:00,false,AUTOMATIC,,,71,false,401H77M327,false,LATE,22345000,71,35555,true,DOWN,DOWN,DEPARTURE,35552,M
DEPARTURE,,,,0,,,false,,,2023-05-27 04:18:00,false,AUTOMATIC,MG3,,54,false,564O191826,true,OFF ROUTE,55460180,54,73770,,,,DEPARTURE,,
DEPARTURE,,,2023-05-27 04:56:30,37,,,true,8,73775,2023-05-27 04:19:00,false,AUTOMATIC,MG3,,54,false,564O191826,false,EARLY,55460180,54,73775,true,DOWN,DOWN,DEPARTURE,73822,M
DEPARTURE,,,2023-05-27 04:23:00,4,,,false,3,00000,2023-05-27 04:19:00,false,AUTOMATIC,MK5,,05,false,796F05C327,false,EARLY,59430444,05,76481,true,UP,UP,DEPARTURE,76401,
DEPARTURE,,,2023-05-27 04:23:00,4,,,false,1,00000,2023-05-27 04:19:00,false,AUTOMATIC,,,21,false,521B98M327,false,EARLY,21911000,21,47340,true,DOWN,DOWN,DEPARTURE,47347,D
DEPARTURE,,,2023-05-27 05:16:00,57,,,false,2,00000,2023-05-27 04:19:00,false,AUTOMATIC,MHT,,97,false,074M49C027,false,EARLY,52662690,97,35505,true,UP,UP,DEPARTURE,35509,F
DEPARTURE,,,2023-05-27 04:20:00,1,,,true,6,32515,2023-05-27 04:19:00,false,AUTOMATIC,,,23,false,325N50M427,false,EARLY,12974820,23,32515,true,UP,UP,DEPARTURE,32529,A
DEPARTURE,,,2023-05-27 04:55:30,37,,,true,5,49145,2023-05-27 04:18:00,false,AUTOMATIC,MQE, 1,54,false,494M07C427,false,EARLY,55460180,54,49145,true,UP,UP,DEPARTURE,49151,U
DEPARTURE,2023-05-27 04:19:00,,2023-05-27 04:19:00,1,,,true,2,45106,2023-05-27 04:18:00,false,AUTOMATIC,, 1,88,false,459J01M427,false,EARLY,22727100,88,45106,true,UP,UP,DEPARTURE,45144,F
DEPARTURE,,,2023-05-27 04:44:00,25,,,false,2,00000,2023-05-27 04:19:00,false,AUTOMATIC,MLB,,17,false,235Z681427,false,EARLY,22295010,17,23443,true,DOWN,DOWN,DEPARTURE,23421,1
DEPARTURE,,,2023-05-27 04:19:30,0,,,false,1,00000,2023-05-27 04:19:00,false,AUTOMATIC,,,88,false,451P79M327,false,ON TIME,22727100,88,53234,true,UP,UP,DEPARTURE,53247,H
ARRIVAL,,,2023-05-27 04:26:00,6,,,true,6,18479,2023-05-27 04:20:00,false,AUTOMATIC,,,20,false,251B59M327,false,EARLY,11817020,20,18479,true,,,ARRIVAL,32105,
DEPARTURE,,,2023-05-27 04:19:30,0,,,false,3,00000,2023-05-27 04:19:00,false,AUTOMATIC,,,25,false,791L01M327,false,ON TIME,25375002,25,79783,true,UP,UP,DEPARTURE,79787,M
DEPARTURE,,,2023-05-27 04:22:00,3,,,false,1,00000,2023-05-27 04:19:00,false,AUTOMATIC,,,88,false,875F96M427,false,EARLY,24788005,88,87700,true,DOWN,DOWN,DEPARTURE,87701,
DEPARTURE,,,2023-05-27 03:38:00,41,,,true,7,72007,2023-05-27 04:19:00,false,AUTOMATIC,MGC, 5,54,false,514M68C227,false,LATE,55460180,54,72007,true,DOWN,DOWN,DEPARTURE,71040,S
ARRIVAL,2023-05-27 04:17:00,,2023-05-27 04:17:30,37,,,true,,45107,2023-05-27 03:40:00,false,MANUAL,MJT,,05,true,736E351027,false,EARLY,56155120,05,45107,false,,,DESTINATION,,
DEPARTURE,2023-05-27 05:11:00,,2023-05-27 05:11:00,53,,,true,10,07360,2023-05-27 04:18:00,false,MANUAL,MS7,,05,false,074N491527,false,EARLY,52407548,05,07360,false,,,DEPARTURE,07372,
DEPARTURE,2023-05-27 04:19:00,,2023-05-27 04:19:00,0,,,false,2,00000,2023-05-27 04:19:00,false,AUTOMATIC,, 2,30,false,529I31M427,false,ON TIME,22215003,30,52080,true,DOWN,DOWN,DEPARTURE,52082,
ARRIVAL,,,2023-05-27 05:43:30,83,,,true,83,88483,2023-05-27 04:20:00,false,AUTOMATIC,MPK,,54,false,880Z701427,false,EARLY,55460092,54,88483,true,,,ARRIVAL,88490,
DEPARTURE,2023-05-27 03:57:00,,2023-05-27 03:57:00,42,,,true,5,49145,2023-05-27 03:15:00,false,MANUAL,MQB,,54,false,494M18C327,false,EARLY,55460180,54,49145,true,,,DEPARTURE,49151,
DEPARTURE,,,2023-05-27 04:19:00,0,,,false,2,00000,2023-05-27 04:19:00,false,AUTOMATIC,,,25,false,732R05M327,false,ON TIME,25506005,25,74233,true,DOWN,DOWN,DEPARTURE,74237,
ARRIVAL,,,2023-05-27 04:19:00,1,,,true,1,54103,2023-05-27 04:20:00,false,AUTOMATIC,,,88,false,542R98M427,false,LATE,21788001,88,54103,true,,,ARRIVAL,54011,
DEPARTURE,2023-05-27 04:19:00,,2023-05-27 04:19:00,0,,,false,2,00000,2023-05-27 04:19:00,false,AUTOMATIC,, 1,88,false,532Y91M427,false,ON TIME,21723000,88,54008,true,UP,UP,DEPARTURE,54011,S
ARRIVAL,2023-05-27 04:07:00,,2023-05-27 04:07:30,13,,,true,1,74237,2023-05-27 04:20:00,false,AUTOMATIC,, 8,86,false,745T24M427,false,LATE,25905000,86,74237,true,UP,UP,ARRIVAL,74233,U
DEPARTURE,2023-05-27 04:19:00,,2023-05-27 04:19:00,0,,,false,1,00000,2023-05-27 04:19:00,false,AUTOMATIC,, 1,30,false,879I28M427,false,ON TIME,22218000,30,52082,true,UP,UP,DEPARTURE,52080,
ARRIVAL,2023-05-27 04:15:00,,2023-05-27 04:15:30,5,,,false,1,00000,2023-05-27 04:20:00,false,AUTOMATIC,, 3,86,false,745T25M427,false,LATE,25905000,86,74271,true,DOWN,DOWN,ARRIVAL,74260,D
ARRIVAL,,,2023-05-27 04:20:00,1,,,true,1,87613,2023-05-27 04:21:00,false,AUTOMATIC,,,88,false,879W12M327,false,LATE,22729000,88,87613,true,,,ARRIVAL,87611,
DEPARTURE,2023-05-27 04:10:00,,2023-05-27 04:10:30,20,,,true,2,49211,2023-05-27 03:50:00,false,MANUAL,MQB,,54,false,494M18C327,false,EARLY,55460180,54,49211,true,,,DEPARTURE,49223,
DEPARTURE,,,2023-05-27 03:14:00,65,,,true,10,71040,2023-05-27 04:19:00,false,AUTOMATIC,MMT,,09,false,514M43C127,false,LATE,54606070,09,71040,true,DOWN,DOWN,DEPARTURE,71009,S
ARRIVAL,,,2023-05-27 04:28:30,7,,,true,7,36192,2023-05-27 04:21:00,false,AUTOMATIC,,,65,false,365P47M427,false,EARLY,22112002,65,36192,true,,,ARRIVAL,36401,
DEPARTURE,,,2023-05-27 04:37:30,17,,,true,20,81107,2023-05-27 04:20:00,false,AUTOMATIC,MMA,,09,false,766A85C227,false,EARLY,57622970,09,81107,true,UP,UP,DEPARTURE,81001,B
ARRIVAL,,,2023-05-27 06:13:00,113,,,true,113,66436,2023-05-27 04:20:00,false,AUTOMATIC,MCY,,42,false,744Q031926,false,EARLY,53693803,42,66436,true,,,ARRIVAL,66433,
DEPARTURE,,,2023-05-27 04:19:00,0,,,true,15,54001,2023-05-27 04:19:00,false,AUTOMATIC,M6T, 1,54,false,235Q88M726,false,ON TIME,55460080,54,54001,true,UP,UP,DEPARTURE,54103,S
DEPARTURE,,,2023-05-27 04:20:30,1,,,true,1,23118,2023-05-27 04:19:00,false,AUTOMATIC,MIL, 2,05,false,494E45C826,false,EARLY,52407540,05,23118,true,DOWN,DOWN,DEPARTURE,23120,L
DEPARTURE,2023-05-27 04:04:00,,2023-05-27 04:04:00,15,,,true,3,42140,2023-05-27 04:19:00,false,AUTOMATIC,,11,71,false,425D04M327,false,LATE,25450000,71,42140,true,DOWN,DOWN,DEPARTURE,42117,C
DEPARTURE,2023-05-27 04:20:00,,2023-05-27 04:20:00,1,,,true,2,62400,2023-05-27 04:19:00,false,AUTOMATIC,, 4,88,false,629V11M427,false,EARLY,22728000,88,62400,true,UP,UP,DEPARTURE,62410,F
DEPARTURE,,,2023-05-27 04:42:00,23,,,true,6,71040,2023-05-27 04:19:00,false,AUTOMATIC,MLC,,09,false,364L95C926,false,EARLY,54606070,09,71040,true,UP,UP,DEPARTURE,72007,S
DEPARTURE,2023-05-27 04:17:00,,2023-05-27 04:17:00,2,,,false,4,00000,2023-05-27 04:19:00,false,AUTOMATIC,,,29,false,702K00M327,false,LATE,22209000,29,72003,true,UP,UP,DEPARTURE,72007,S
ARRIVAL,2023-05-27 04:21:00,,2023-05-27 04:20:30,1,,,true,1,50324,2023-05-27 04:21:00,false,AUTOMATIC,, 3,21,false,501K01M427,false,LATE,21943001,21,50324,true,UP,UP,ARRIVAL,50327,
DEPARTURE,,,2023-05-27 04:20:30,0,,,false,4,00000,2023-05-27 04:20:00,false,AUTOMATIC,,,88,false,451P79M327,false,ON TIME,22727100,88,53247,true,UP,UP,DEPARTURE,53250,H
DEPARTURE,,,2023-05-27 04:06:30,14,,,false,6,00000,2023-05-27 04:20:00,false,AUTOMATIC,MG2,,54,false,664L47C826,false,LATE,55460180,54,72267,true,UP,UP,DEPARTURE,72273,C
DEPARTURE,2023-05-27 02:36:00,,2023-05-27 02:36:00,24,,,true,7,49014,2023-05-27 02:12:00,false,MANUAL,MKQ,,09,false,494E58C127,false,EARLY,54606070,09,49014,true,,,DEPARTURE,49011,
